,angle,fitness,inner rad,outer rad,spikes
0,5.77024512133,1.38990781246,0.699818130306,1.0,7
1,5.77024512133,1.47151073747,0.699818130306,1.0,7
2,3.0373923423,0.660541319688,0.315061356637,1.0,7
3,0.662864263999,0.110462779832,0.223518266215,1.0,15
4,5.77024512133,1.50323975237,0.699818130306,1.0,7
5,5.77024512133,1.46900417406,0.699818130306,1.0,7
6,5.77024512133,1.25139932814,0.614159573175,1.0,7
7,5.77024512133,1.47069265265,0.699818130306,1.0,7
8,5.77024512133,1.37332047079,0.699818130306,1.0,7
9,2.29257122875,1.31256343979,0.78221016073,1.0,6
10,5.77024512133,1.28700761103,0.618310168004,1.0,7
11,5.77024512133,0.74687576789,0.425796733792,1.0,7
12,2.29257122875,1.08160254988,0.614159573175,1.0,6
13,1.11056887728,1.31528371209,0.699818130306,1.0,7
14,5.77024512133,1.26709485899,0.614159573175,1.0,7
15,2.29257122875,1.28906808537,0.614159573175,1.0,7
16,5.77024512133,1.34945528885,0.614159573175,1.0,7
17,5.77024512133,1.55995196658,0.699818130306,1.0,7
18,2.29257122875,1.40847541882,0.614159573175,1.0,7
19,2.29257122875,1.14697166254,0.699818130306,1.0,6
20,3.0373923423,1.30054720692,0.614159573175,1.0,7
21,5.77024512133,1.24431192252,0.699818130306,1.0,7
22,5.77024512133,1.53011354338,0.699818130306,1.0,7
23,2.29257122875,1.21760908563,0.699818130306,1.0,6
24,5.77024512133,1.26346607733,0.618310168004,1.0,7
25,5.77024512133,0.0238565383681,0.78221016073,1.0,6
26,4.80394643535,1.1854572187,0.618310168004,1.0,7
27,5.77024512133,1.28802457691,0.614159573175,1.0,7
28,5.77024512133,1.19641414439,0.614159573175,1.0,7
29,1.05177917892,1.11811055791,0.78221016073,1.0,7
